	data	DCR
2020-03-05 06:30:00	[['003550', 64803.0, 66504.0, 64520.0, 66410.0, 301420.0, 0, 2307272.0, 2307272.0], ['066570', 61300.0, 61900.0, 60800.0, 61500.0, 573595.0, 0, 2187400.0, 2187400.0], ['005930', 57600.0, 58000.0, 56700.0, 57800.0, 21698990.0, 0, 2381100.0, 2381100.0], ['035720', 36628.0, 36729.0, 35425.0, 36028.0, 821744.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-06 06:30:00	[['003550', 65654.0, 65654.0, 64331.0, 64615.0, 227136.0, 0, 2307272.0, 2307272.0], ['066570', 60900.0, 61100.0, 60200.0, 60300.0, 542438.0, 0, 2187400.0, 2187400.0], ['005930', 56500.0, 57200.0, 56200.0, 56500.0, 18716656.0, 0, 2381100.0, 2381100.0], ['035720', 35424.0, 35825.0, 34923.0, 35225.0, 568424.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-09 06:30:00	[['003550', 63198.0, 63481.0, 61969.0, 62537.0, 299170.0, 0, 2307272.0, 2307272.0], ['066570', 59000.0, 59300.0, 57500.0, 57800.0, 1001568.0, 0, 2187400.0, 2187400.0], ['005930', 54700.0, 55000.0, 53600.0, 54200.0, 30261485.0, 0, 2381100.0, 2381100.0], ['035720', 34322.0, 34422.0, 33318.0, 33620.0, 805638.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-10 06:30:00	[['003550', 64142.0, 64142.0, 62158.0, 63198.0, 334842.0, 0, 2307272.0, 2307272.0], ['066570', 58800.0, 61400.0, 58400.0, 60000.0, 1500440.0, 0, 2187400.0, 2187400.0], ['005930', 53800.0, 54900.0, 53700.0, 54600.0, 32106554.0, 0, 2381100.0, 2381100.0], ['035720', 33017.0, 35025.0, 32917.0, 34724.0, 950875.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-11 06:30:00	[['003550', 62347.0, 63575.0, 61308.0, 61687.0, 280046.0, 0, 2307272.0, 2307272.0], ['066570', 60000.0, 61000.0, 58100.0, 59000.0, 938290.0, 0, 2187400.0, 2187400.0], ['005930', 54300.0, 54400.0, 52000.0, 52100.0, 45707281.0, 0, 2381100.0, 2381100.0], ['035720', 34523.0, 35025.0, 33519.0, 33921.0, 550227.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-12 06:30:00	[['003550', 62347.0, 62442.0, 57907.0, 58947.0, 537896.0, 0, 2307272.0, 2307272.0], ['066570', 58900.0, 58900.0, 55000.0, 55500.0, 1649095.0, 0, 2187400.0, 2187400.0], ['005930', 51000.0, 51900.0, 49300.0, 50800.0, 48149999.0, 0, 2381100.0, 2381100.0], ['035720', 33519.0, 33921.0, 31813.0, 32315.0, 1218070.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-13 06:30:00	[['003550', 53373.0, 58758.0, 53373.0, 57436.0, 625378.0, 0, 2307272.0, 2307272.0], ['066570', 51100.0, 54500.0, 50600.0, 52500.0, 1968749.0, 0, 2187400.0, 2187400.0], ['005930', 47450.0, 51600.0, 46850.0, 49950.0, 59462933.0, 0, 2381100.0, 2381100.0], ['035720', 30106.0, 32413.0, 29102.0, 31913.0, 1601985.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-16 06:30:00	[['003550', 56774.0, 58474.0, 54979.0, 55074.0, 346457.0, 0, 2307272.0, 2307272.0], ['066570', 53100.0, 54200.0, 50400.0, 50400.0, 948845.0, 0, 2187400.0, 2187400.0], ['005930', 50100.0, 50900.0, 48800.0, 48900.0, 33339821.0, 0, 2381100.0, 2381100.0], ['035720', 32514.0, 32915.0, 29604.0, 29605.0, 1252484.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-17 06:30:00	[['003550', 52428.0, 54507.0, 51106.0, 51579.0, 430706.0, 0, 2307272.0, 2307272.0], ['066570', 48000.0, 52000.0, 48000.0, 49450.0, 1004008.0, 0, 2187400.0, 2187400.0], ['005930', 46900.0, 49650.0, 46700.0, 47300.0, 51218151.0, 0, 2381100.0, 2381100.0], ['035720', 28300.0, 30205.0, 28099.0, 29605.0, 1221046.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-18 06:30:00	[['003550', 51011.0, 51767.0, 47705.0, 47989.0, 497779.0, 0, 2307272.0, 2307272.0], ['066570', 50200.0, 50800.0, 47700.0, 48000.0, 886739.0, 0, 2187400.0, 2187400.0], ['005930', 47750.0, 48350.0, 45600.0, 45600.0, 40152623.0, 0, 2381100.0, 2381100.0], ['035720', 29806.0, 30508.0, 28200.0, 28301.0, 1107527.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-19 06:30:00	[['003550', 47988.0, 48650.0, 42746.0, 45344.0, 544107.0, 0, 2307272.0, 2307272.0], ['066570', 48900.0, 49600.0, 43650.0, 43650.0, 1601945.0, 0, 2187400.0, 2187400.0], ['005930', 46400.0, 46650.0, 42300.0, 42950.0, 56925513.0, 0, 2381100.0, 2381100.0], ['035720', 29204.0, 29505.0, 25591.0, 26896.0, 2157141.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-20 06:30:00	[['003550', 46760.0, 47138.0, 44399.0, 45816.0, 541226.0, 0, 2307272.0, 2307272.0], ['066570', 44600.0, 45700.0, 43550.0, 45100.0, 1539670.0, 0, 2187400.0, 2187400.0], ['005930', 44150.0, 45500.0, 43550.0, 45400.0, 49730008.0, 0, 2381100.0, 2381100.0], ['035720', 27698.0, 30308.0, 26996.0, 30007.0, 1765756.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-23 06:30:00	[['003550', 43926.0, 44068.0, 42132.0, 43691.0, 423348.0, 0, 2307272.0, 2307272.0], ['066570', 42350.0, 42850.0, 41600.0, 41850.0, 1186795.0, 0, 2187400.0, 2187400.0], ['005930', 42600.0, 43550.0, 42400.0, 42500.0, 41701626.0, 0, 2381100.0, 2381100.0], ['035720', 27697.0, 29704.0, 27597.0, 28802.0, 1569378.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-24 06:30:00	[['003550', 43926.0, 50067.0, 43785.0, 48839.0, 412014.0, 0, 2307272.0, 2307272.0], ['066570', 42700.0, 44450.0, 42200.0, 44400.0, 1316623.0, 0, 2187400.0, 2187400.0], ['005930', 43850.0, 46950.0, 43050.0, 46950.0, 49801908.0, 0, 2381100.0, 2381100.0], ['035720', 30206.0, 31109.0, 29504.0, 31010.0, 1271387.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-25 06:30:00	[['003550', 49405.0, 56207.0, 46288.0, 55830.0, 494572.0, 0, 2307272.0, 2307272.0], ['066570', 48400.0, 48850.0, 46800.0, 48500.0, 1506779.0, 0, 2187400.0, 2187400.0], ['005930', 48950.0, 49600.0, 47150.0, 48650.0, 52735922.0, 0, 2381100.0, 2381100.0], ['035720', 32213.0, 32614.0, 30307.0, 31010.0, 1290376.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-26 06:30:00	[['003550', 54601.0, 56301.0, 53184.0, 53185.0, 418017.0, 0, 2307272.0, 2307272.0], ['066570', 49450.0, 51300.0, 48600.0, 49000.0, 1377158.0, 0, 2187400.0, 2187400.0], ['005930', 49000.0, 49300.0, 47700.0, 47800.0, 42185129.0, 0, 2381100.0, 2381100.0], ['035720', 31109.0, 31309.0, 30106.0, 30207.0, 893688.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-27 06:30:00	[['003550', 55829.0, 56207.0, 53467.0, 55546.0, 421212.0, 0, 2307272.0, 2307272.0], ['066570', 51300.0, 51500.0, 48000.0, 49400.0, 1110394.0, 0, 2187400.0, 2187400.0], ['005930', 49600.0, 49700.0, 46850.0, 48300.0, 39896178.0, 0, 2381100.0, 2381100.0], ['035720', 31412.0, 31512.0, 29906.0, 30609.0, 958988.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-30 06:30:00	[['003550', 55546.0, 56490.0, 54318.0, 55641.0, 414397.0, 0, 2307272.0, 2307272.0], ['066570', 48400.0, 49200.0, 47100.0, 48500.0, 937027.0, 0, 2187400.0, 2187400.0], ['005930', 47050.0, 48350.0, 46550.0, 47850.0, 26797395.0, 0, 2381100.0, 2381100.0], ['035720', 30006.0, 31008.0, 29604.0, 30709.0, 668254.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-03-31 06:30:00	[['003550', 55357.0, 57718.0, 55262.0, 55735.0, 414183.0, 0, 2307272.0, 2307272.0], ['066570', 49100.0, 49500.0, 47600.0, 48200.0, 1106424.0, 0, 2187400.0, 2187400.0], ['005930', 48000.0, 48500.0, 47150.0, 47750.0, 30654261.0, 0, 2381100.0, 2381100.0], ['035720', 31111.0, 31913.0, 30508.0, 31211.0, 1042474.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-04-01 06:30:00	[['003550', 54696.0, 55546.0, 52428.0, 52429.0, 354857.0, 0, 2307272.0, 2307272.0], ['066570', 48250.0, 50800.0, 47850.0, 48100.0, 1298461.0, 0, 2187400.0, 2187400.0], ['005930', 47450.0, 47900.0, 45800.0, 45800.0, 27259532.0, 0, 2381100.0, 2381100.0], ['035720', 31309.0, 31811.0, 30106.0, 30207.0, 794295.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-04-02 06:30:00	[['003550', 52428.0, 53467.0, 50161.0, 51579.0, 327448.0, 0, 2307272.0, 2307272.0], ['066570', 49100.0, 50000.0, 48500.0, 49300.0, 1071663.0, 0, 2187400.0, 2187400.0], ['005930', 46200.0, 46850.0, 45350.0, 46800.0, 21621076.0, 0, 2381100.0, 2381100.0], ['035720', 30507.0, 31511.0, 29905.0, 31512.0, 1043790.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-04-03 06:30:00	[['003550', 51200.0, 53279.0, 51106.0, 52901.0, 301142.0, 0, 2307272.0, 2307272.0], ['066570', 50100.0, 51200.0, 49200.0, 49850.0, 963015.0, 0, 2187400.0, 2187400.0], ['005930', 47400.0, 47600.0, 46550.0, 47000.0, 22784682.0, 0, 2381100.0, 2381100.0], ['035720', 31811.0, 31911.0, 31110.0, 31612.0, 545749.0, 0, 2587892.0, 2587892.0]]	-0.05
2020-04-06 06:30:00	[['003550', 54129.0, 57718.0, 53656.0, 57719.0, 283092.0, 0, 2307272.0, 2307272.0], ['066570', 50400.0, 51100.0, 49900.0, 51100.0, 868309.0, 0, 2187400.0, 2187400.0], ['005930', 47500.0, 48800.0, 47250.0, 48700.0, 23395726.0, 0, 2381100.0, 2381100.0], ['035720', 31813.0, 32315.0, 31612.0, 32215.0, 807805.0, 81, 2636735.0, 27320.0]]	-0.05
2020-04-07 06:30:00	[['003550', 57057.0, 59041.0, 56585.0, 58286.0, 418532.0, 39, 2329385.0, 56231.0], ['066570', 52500.0, 55600.0, 50900.0, 54500.0, 2123508.0, 0, 2187400.0, 2187400.0], ['005930', 49650.0, 50200.0, 49000.0, 49600.0, 31524034.0, 0, 2381100.0, 2381100.0], ['035720', 32815.0, 33015.0, 31812.0, 32114.0, 920798.0, 81, 2628554.0, 27320.0]]	-0.05
2020-04-08 06:30:00	[['003550', 57341.0, 58474.0, 55735.0, 56396.0, 529172.0, 39, 2255675.0, 56231.0], ['066570', 54800.0, 54800.0, 53300.0, 53300.0, 1593974.0, 40, 2139400.0, 7400.0], ['005930', 49600.0, 49750.0, 48600.0, 48600.0, 25010314.0, 48, 2333100.0, 300.0], ['035720', 31913.0, 32215.0, 31713.0, 31713.0, 738303.0, 81, 2596073.0, 27320.0]]	-0.07
2020-04-09 06:30:00	[['003550', 57057.0, 58285.0, 56396.0, 58286.0, 431383.0, 39, 2329385.0, 56231.0], ['066570', 54200.0, 54300.0, 53300.0, 54200.0, 926771.0, 40, 2175400.0, 7400.0], ['005930', 49750.0, 49800.0, 48700.0, 49100.0, 22628058.0, 48, 2357100.0, 300.0], ['035720', 32315.0, 32315.0, 31612.0, 31713.0, 726920.0, 81, 2596073.0, 27320.0]]	-0.05
2020-04-10 06:30:00	[['003550', 57624.0, 57813.0, 56396.0, 56963.0, 300840.0, 39, 2277788.0, 56231.0], ['066570', 54100.0, 54100.0, 53300.0, 53800.0, 687486.0, 40, 2159400.0, 7400.0], ['005930', 48950.0, 49250.0, 48650.0, 49250.0, 17839111.0, 48, 2364300.0, 300.0], ['035720', 31813.0, 32415.0, 31512.0, 32315.0, 753323.0, 81, 2644835.0, 27320.0]]	-0.06
2020-04-13 06:30:00	[['003550', 56396.0, 56963.0, 55451.0, 55452.0, 236860.0, 39, 2218859.0, 56231.0], ['066570', 53800.0, 54100.0, 52800.0, 53200.0, 626957.0, 40, 2135400.0, 7400.0], ['005930', 48650.0, 48900.0, 48300.0, 48300.0, 14431800.0, 48, 2318700.0, 300.0], ['035720', 32313.0, 32313.0, 31511.0, 31612.0, 470251.0, 81, 2587892.0, 27320.0]]	-0.07
2020-04-14 06:30:00	[['003550', 55735.0, 57341.0, 55546.0, 56869.0, 306136.0, 39, 2274122.0, 56231.0], ['066570', 53600.0, 53900.0, 53000.0, 53600.0, 922591.0, 40, 2151400.0, 7400.0], ['005930', 48800.0, 49200.0, 48300.0, 49000.0, 14206216.0, 48, 2352300.0, 300.0], ['035720', 32014.0, 32215.0, 31713.0, 32014.0, 430759.0, 81, 2620454.0, 27320.0]]	-0.06
2020-04-16 06:30:00	[['003550', 54884.0, 59230.0, 54790.0, 59230.0, 594662.0, 39, 2366201.0, 56231.0], ['066570', 53100.0, 53600.0, 52500.0, 53500.0, 788724.0, 40, 2147400.0, 7400.0], ['005930', 49350.0, 49350.0, 48550.0, 49000.0, 23349760.0, 48, 2352300.0, 300.0], ['035720', 31912.0, 33517.0, 31812.0, 33218.0, 1005533.0, 81, 2717978.0, 27320.0]]	-0.04
2020-04-17 06:30:00	[['003550', 57341.0, 60741.0, 57057.0, 58664.0, 374265.0, 39, 2344127.0, 56231.0], ['066570', 54300.0, 55900.0, 53900.0, 54500.0, 1414373.0, 40, 2187400.0, 7400.0], ['005930', 50800.0, 52000.0, 50300.0, 51400.0, 32041675.0, 48, 2467500.0, 300.0], ['035720', 33921.0, 34623.0, 33620.0, 34523.0, 947794.0, 81, 2823683.0, 27320.0]]	-0.02
2020-04-20 06:30:00	[['003550', 58096.0, 58852.0, 57152.0, 57247.0, 324727.0, 39, 2288864.0, 56231.0], ['066570', 54700.0, 54800.0, 53500.0, 53800.0, 809110.0, 40, 2159400.0, 7400.0], ['005930', 51400.0, 51400.0, 50000.0, 50100.0, 21866354.0, 48, 2405100.0, 300.0], ['035720', 34623.0, 35928.0, 34523.0, 35125.0, 859303.0, 81, 2872445.0, 27320.0]]	-0.03
2020-04-21 06:30:00	[['003550', 57246.0, 58852.0, 56301.0, 58853.0, 322799.0, 39, 2351498.0, 56231.0], ['066570', 53400.0, 53500.0, 51700.0, 52600.0, 1029388.0, 40, 2111400.0, 7400.0], ['005930', 49400.0, 49700.0, 48700.0, 49250.0, 27407543.0, 48, 2364300.0, 300.0], ['035720', 35424.0, 35625.0, 33819.0, 35225.0, 1232126.0, 81, 2880545.0, 27320.0]]	-0.03
2020-04-22 06:30:00	[['003550', 58191.0, 58663.0, 57057.0, 58664.0, 243042.0, 39, 2344127.0, 56231.0], ['066570', 52000.0, 52400.0, 51300.0, 52400.0, 727548.0, 40, 2103400.0, 7400.0], ['005930', 48700.0, 50000.0, 48350.0, 49850.0, 18613864.0, 48, 2393100.0, 300.0], ['035720', 34923.0, 35525.0, 34421.0, 35526.0, 686146.0, 81, 2904926.0, 27320.0]]	-0.03
2020-04-23 06:30:00	[['003550', 58096.0, 59797.0, 58002.0, 59797.0, 272617.0, 39, 2388314.0, 56231.0], ['066570', 52700.0, 53500.0, 52500.0, 53300.0, 702412.0, 40, 2139400.0, 7400.0], ['005930', 50200.0, 50300.0, 49500.0, 49850.0, 18754442.0, 48, 2393100.0, 300.0], ['035720', 36429.0, 37431.0, 36228.0, 37232.0, 1509799.0, 81, 3043112.0, 27320.0]]	-0.0
2020-04-24 06:30:00	[['003550', 58758.0, 59513.0, 58285.0, 58569.0, 207426.0, 39, 2340422.0, 56231.0], ['066570', 52800.0, 53200.0, 52300.0, 52600.0, 529035.0, 40, 2111400.0, 7400.0], ['005930', 49650.0, 49750.0, 49000.0, 49350.0, 15618347.0, 48, 2369100.0, 300.0], ['035720', 37032.0, 37835.0, 36530.0, 36731.0, 1073684.0, 81, 3002531.0, 27320.0]]	-0.02
2020-04-27 06:30:00	[['003550', 58474.0, 59324.0, 58096.0, 58853.0, 154252.0, 39, 2351498.0, 56231.0], ['066570', 52800.0, 53800.0, 52700.0, 53400.0, 561740.0, 40, 2143400.0, 7400.0], ['005930', 49350.0, 50000.0, 49100.0, 49850.0, 14049471.0, 48, 2393100.0, 300.0], ['035720', 36730.0, 37532.0, 36429.0, 36931.0, 721963.0, 81, 3018731.0, 27320.0]]	-0.01
2020-04-28 06:30:00	[['003550', 58474.0, 59135.0, 58096.0, 59042.0, 187027.0, 39, 2358869.0, 56231.0], ['066570', 53800.0, 54500.0, 53100.0, 53600.0, 712240.0, 40, 2151400.0, 7400.0], ['005930', 49850.0, 50100.0, 49300.0, 50100.0, 16095399.0, 48, 2405100.0, 300.0], ['035720', 37230.0, 37431.0, 36429.0, 37132.0, 668638.0, 81, 3035012.0, 27320.0]]	-0.0
2020-04-29 06:30:00	[['003550', 59041.0, 59986.0, 58569.0, 58569.0, 304604.0, 39, 2340422.0, 56231.0], ['066570', 53900.0, 55100.0, 53600.0, 54900.0, 1017067.0, 40, 2203400.0, 7400.0], ['005930', 49900.0, 50500.0, 49600.0, 50000.0, 15604533.0, 48, 2400300.0, 300.0], ['035720', 36930.0, 37431.0, 36629.0, 36931.0, 659512.0, 81, 3018731.0, 27320.0]]	-0.0
2020-05-04 06:30:00	[['003550', 56679.0, 57246.0, 56301.0, 56302.0, 389657.0, 39, 2252009.0, 56231.0], ['066570', 54000.0, 55800.0, 53400.0, 55200.0, 1119161.0, 40, 2215400.0, 7400.0], ['005930', 48900.0, 49100.0, 48500.0, 48500.0, 26083749.0, 48, 2328300.0, 300.0], ['035720', 36429.0, 38134.0, 36128.0, 37433.0, 1019409.0, 81, 3059393.0, 27320.0]]	-0.01
2020-05-06 06:30:00	[['003550', 57435.0, 58096.0, 56774.0, 58002.0, 276946.0, 39, 2318309.0, 56231.0], ['066570', 56300.0, 56400.0, 55200.0, 55500.0, 805783.0, 40, 2227400.0, 7400.0], ['005930', 49000.0, 49200.0, 48500.0, 49200.0, 18070225.0, 48, 2361900.0, 300.0], ['035720', 37935.0, 40143.0, 37734.0, 40043.0, 2035947.0, 81, 3270803.0, 27320.0]]	0.02
2020-05-07 06:30:00	[['003550', 57341.0, 58285.0, 57152.0, 57625.0, 202286.0, 39, 2303606.0, 56231.0], ['066570', 55100.0, 55100.0, 54100.0, 54700.0, 754248.0, 40, 2195400.0, 7400.0], ['005930', 49200.0, 49300.0, 48700.0, 48800.0, 13884411.0, 48, 2342700.0, 300.0], ['035720', 40042.0, 41646.0, 39841.0, 41347.0, 2629709.0, 81, 3376427.0, 27320.0]]	0.02
2020-05-08 06:30:00	[['003550', 57341.0, 58569.0, 57341.0, 58191.0, 206384.0, 0, 2303606.0, 2303606.0], ['066570', 55000.0, 55500.0, 54900.0, 55200.0, 632501.0, 40, 2215400.0, 7400.0], ['005930', 49100.0, 49350.0, 48800.0, 48800.0, 15319700.0, 0, 2342700.0, 2342700.0], ['035720', 41446.0, 42148.0, 40945.0, 41347.0, 1405404.0, 81, 3376427.0, 27320.0]]	0.02
2020-05-11 06:30:00	[['003550', 58474.0, 59135.0, 58191.0, 58569.0, 181623.0, 0, 2303606.0, 2303606.0], ['066570', 55400.0, 55700.0, 54300.0, 54500.0, 536547.0, 40, 2187400.0, 7400.0], ['005930', 48900.0, 49250.0, 48300.0, 48400.0, 16357743.0, 0, 2342700.0, 2342700.0], ['035720', 41547.0, 42449.0, 41447.0, 41648.0, 1048413.0, 81, 3400808.0, 27320.0]]	0.02
2020-05-12 06:30:00	[['003550', 59324.0, 59702.0, 57907.0, 57908.0, 321663.0, 0, 2303606.0, 2303606.0], ['066570', 54600.0, 55400.0, 54000.0, 54500.0, 707739.0, 40, 2187400.0, 7400.0], ['005930', 48400.0, 48500.0, 47550.0, 47900.0, 23433590.0, 0, 2342700.0, 2342700.0], ['035720', 41948.0, 43453.0, 41346.0, 43053.0, 1563095.0, 81, 3514613.0, 27320.0]]	0.03
2020-05-13 06:30:00	[['003550', 57530.0, 57530.0, 56774.0, 57341.0, 299603.0, 0, 2303606.0, 2303606.0], ['066570', 53800.0, 55000.0, 53600.0, 55000.0, 577061.0, 40, 2207400.0, 7400.0], ['005930', 47250.0, 48550.0, 47200.0, 48550.0, 20223277.0, 0, 2342700.0, 2342700.0], ['035720', 42451.0, 43455.0, 42451.0, 43455.0, 1113608.0, 81, 3547175.0, 27320.0]]	0.04
2020-05-14 06:30:00	[['003550', 57152.0, 58002.0, 56396.0, 58002.0, 318640.0, 0, 2303606.0, 2303606.0], ['066570', 54500.0, 54900.0, 53900.0, 54200.0, 593689.0, 40, 2175400.0, 7400.0], ['005930', 47750.0, 48100.0, 47650.0, 48000.0, 19305974.0, 0, 2342700.0, 2342700.0], ['035720', 43354.0, 45763.0, 42953.0, 45161.0, 1459813.0, 81, 3685361.0, 27320.0]]	0.05
2020-05-15 06:30:00	[['003550', 58002.0, 59041.0, 57341.0, 59042.0, 299121.0, 0, 2303606.0, 2303606.0], ['066570', 54200.0, 54500.0, 53400.0, 54400.0, 504474.0, 40, 2183400.0, 7400.0], ['005930', 48400.0, 48450.0, 47700.0, 47850.0, 18463118.0, 0, 2342700.0, 2342700.0], ['035720', 45861.0, 46463.0, 43353.0, 44458.0, 1524083.0, 81, 3628418.0, 27320.0]]	0.05
2020-05-18 06:30:00	[['003550', 59324.0, 59513.0, 57624.0, 58002.0, 223965.0, 0, 2303606.0, 2303606.0], ['066570', 54800.0, 56400.0, 54400.0, 56400.0, 1005066.0, 40, 2263400.0, 7400.0], ['005930', 47950.0, 49100.0, 47600.0, 48800.0, 20481981.0, 0, 2342700.0, 2342700.0], ['035720', 44458.0, 45261.0, 43856.0, 44358.0, 744533.0, 81, 3620318.0, 27320.0]]	0.05
2020-05-19 06:30:00	[['003550', 59041.0, 61119.0, 58947.0, 60931.0, 375551.0, 0, 2303606.0, 2303606.0], ['066570', 57800.0, 58600.0, 57200.0, 58200.0, 1138915.0, 40, 2335400.0, 7400.0], ['005930', 50100.0, 50500.0, 49700.0, 50300.0, 25168295.0, 0, 2342700.0, 2342700.0], ['035720', 44456.0, 44657.0, 42952.0, 44157.0, 1308903.0, 81, 3604037.0, 27320.0]]	0.06
2020-05-20 06:30:00	[['003550', 60930.0, 60930.0, 59608.0, 59986.0, 366146.0, 37, 2268641.0, 49159.0], ['066570', 57700.0, 58000.0, 57100.0, 58000.0, 552137.0, 40, 2327400.0, 7400.0], ['005930', 50000.0, 50200.0, 49800.0, 50000.0, 14896899.0, 0, 2342700.0, 2342700.0], ['035720', 44859.0, 47066.0, 44558.0, 46465.0, 1773960.0, 81, 3790985.0, 27320.0]]	0.07
2020-05-21 06:30:00	[['003550', 59702.0, 60741.0, 59041.0, 60458.0, 313490.0, 37, 2286105.0, 49159.0], ['066570', 58000.0, 58300.0, 57000.0, 57200.0, 709139.0, 40, 2295400.0, 7400.0], ['005930', 50300.0, 50400.0, 49850.0, 49950.0, 14949266.0, 0, 2342700.0, 2342700.0], ['035720', 47669.0, 48172.0, 47067.0, 47670.0, 1408737.0, 81, 3888590.0, 27320.0]]	0.08
2020-05-22 06:30:00	[['003550', 61403.0, 61403.0, 58569.0, 59230.0, 799125.0, 37, 2240669.0, 49159.0], ['066570', 57200.0, 57300.0, 55900.0, 56300.0, 518452.0, 40, 2259400.0, 7400.0], ['005930', 49600.0, 49800.0, 48600.0, 48750.0, 19706284.0, 46, 2287500.0, 45000.0], ['035720', 47670.0, 49878.0, 47168.0, 49577.0, 1887064.0, 81, 4043057.0, 27320.0]]	0.08
2020-05-25 06:30:00	[['003550', 59702.0, 59797.0, 58569.0, 59797.0, 128616.0, 37, 2261648.0, 49159.0], ['066570', 56600.0, 56600.0, 55400.0, 56100.0, 478311.0, 40, 2251400.0, 7400.0], ['005930', 48750.0, 48900.0, 48450.0, 48850.0, 14337913.0, 46, 2292100.0, 45000.0], ['035720', 50379.0, 54193.0, 49978.0, 53792.0, 2653776.0, 81, 4384472.0, 27320.0]]	0.12
2020-05-26 06:30:00	[['003550', 59986.0, 61214.0, 59702.0, 61214.0, 195334.0, 37, 2314077.0, 49159.0], ['066570', 56300.0, 57800.0, 56200.0, 57100.0, 674912.0, 40, 2291400.0, 7400.0], ['005930', 48700.0, 49450.0, 48600.0, 49250.0, 15127490.0, 46, 2310500.0, 45000.0], ['035720', 54894.0, 56098.0, 52386.0, 54193.0, 3274293.0, 81, 4416953.0, 27320.0]]	0.13
2020-05-27 06:30:00	[['003550', 60647.0, 61686.0, 60269.0, 61214.0, 243667.0, 37, 2314077.0, 49159.0], ['066570', 57500.0, 60000.0, 57400.0, 59500.0, 1707086.0, 40, 2387400.0, 7400.0], ['005930', 48950.0, 50000.0, 48800.0, 49900.0, 19548479.0, 46, 2340400.0, 45000.0], ['035720', 52585.0, 53589.0, 51583.0, 52286.0, 2015974.0, 81, 4262486.0, 27320.0]]	0.13
2020-05-28 06:30:00	[['003550', 61025.0, 61592.0, 60364.0, 61025.0, 362388.0, 37, 2307084.0, 49159.0], ['066570', 59700.0, 59800.0, 57400.0, 58500.0, 1094166.0, 40, 2347400.0, 7400.0], ['005930', 51100.0, 51200.0, 49900.0, 50400.0, 31309318.0, 46, 2363400.0, 45000.0], ['035720', 51683.0, 54193.0, 50681.0, 53591.0, 2495048.0, 81, 4368191.0, 27320.0]]	0.14
2020-05-29 06:30:00	[['003550', 60458.0, 61308.0, 59608.0, 59608.0, 481958.0, 37, 2254655.0, 49159.0], ['066570', 57900.0, 59300.0, 57500.0, 59300.0, 900113.0, 40, 2379400.0, 7400.0], ['005930', 50000.0, 50700.0, 49700.0, 50700.0, 27596961.0, 46, 2377200.0, 45000.0], ['035720', 52887.0, 53689.0, 51683.0, 52888.0, 1645822.0, 81, 4311248.0, 27320.0]]	0.13
2020-06-01 06:30:00	[['003550', 59513.0, 61214.0, 59419.0, 61025.0, 200706.0, 37, 2307084.0, 49159.0], ['066570', 59000.0, 59500.0, 58500.0, 59200.0, 550906.0, 40, 2375400.0, 7400.0], ['005930', 50800.0, 51200.0, 50600.0, 51200.0, 16949183.0, 46, 2400200.0, 45000.0], ['035720', 52888.0, 53390.0, 52086.0, 52989.0, 1083698.0, 81, 4319429.0, 27320.0]]	0.14
2020-06-02 06:30:00	[['003550', 60458.0, 62914.0, 60458.0, 62631.0, 306184.0, 37, 2366506.0, 49159.0], ['066570', 59200.0, 61000.0, 59200.0, 60000.0, 846026.0, 40, 2407400.0, 7400.0], ['005930', 51000.0, 51500.0, 50800.0, 51400.0, 14247933.0, 46, 2409400.0, 45000.0], ['035720', 52688.0, 52788.0, 51584.0, 52086.0, 978846.0, 81, 4246286.0, 27320.0]]	0.14
2020-06-03 06:30:00	[['003550', 63953.0, 64709.0, 63103.0, 64143.0, 402015.0, 37, 2422450.0, 49159.0], ['066570', 60500.0, 62400.0, 60500.0, 62100.0, 1433963.0, 40, 2491400.0, 7400.0], ['005930', 51800.0, 55000.0, 51700.0, 54500.0, 49257814.0, 46, 2552000.0, 45000.0], ['035720', 52084.0, 52485.0, 49676.0, 50078.0, 2302391.0, 81, 4083638.0, 27320.0]]	0.15
